레저상품코드,레저상품명,시설도로명주소,시설위도,시설경도,레저메인썸네일URL,레저상세이미지URL,시설전화번호
10020029,[서울/부산] 키자니아 잠실/해운대 5월 이용권,대한민국 서울특별시 송파구 올림픽로 240,37.51123428344727,127.09803009033205,https://image6.yanolja.com/leisure/ZOvDiB6LucZNGAer,[https://image6.yanolja.com/leisure/BrnA6hUKSP5yleou],1544-5110
10020031,[찜카] 제주 렌트카 : 제주 할인권,대한민국 제주특별자치도 제주시 첨단로,33.45647430419922,126.57144927978516,https://image6.yanolja.com/leisure/DZLAdvTbqrhbhtzW,[https://image6.yanolja.com/leisure/CdNx3su4hfvvRdtI],070-4348-3333
10020035,[춘천] 제이드가든 이용권(~6/30),대한민국 강원도 춘천시 남산면 햇골길 80,37.8329963684082,127.54159545898438,https://image6.yanolja.com/leisure/VSZtixGgplZQr1BR,[https://image6.yanolja.com/leisure/FqFRRQwlpXbOWTOx],033-260-8300
10020067,[부산] 부산투어패스 부산여행 프리패스권,대한민국 부산광역시 해운대구 센텀중앙로 97,35.17510223388672,129.12486267089844,https://image6.yanolja.com/leisure/3xNGfRTjuD7PoJmu,[https://image6.yanolja.com/leisure/AH9CduNmzuwVYqdM],1522-2089
10020078,[서울] 왓츠유어컬러,대한민국 서울특별시 마포구 양화로 188,37.55952835083008,126.92479705810548,https://image6.yanolja.com/leisure/PcnmUZPy1Pxac3nX,[https://image6.yanolja.com/leisure/D4uho3GaK9rb0hag],02-325-9808
10020083,[파주] the초리골 야외수영장 (취사가능),대한민국 경기도 파주시 법원읍 법원리 139-1,37.85742950439453,126.89573669433594,https://image6.yanolja.com/leisure/5nVdx4WMp1wf3H8K,[https://image6.yanolja.com/leisure/b6PKD0AXlesktTni],031-959-9922
10020090,[전남 여수] 아이뮤지엄 (~2023/12),대한민국 전라남도 여수시 박람회길 1,34.750946044921875,127.74694061279295,https://image6.yanolja.com/leisure/VZ93z2Wm7E86ezso,[https://image6.yanolja.com/leisure/t3VMjUQAq0mG5tly],061-665-9808
10020101,[경기 과천] 서울랜드 35주년 연간 이용권 특가,대한민국 경기도 과천시 광명로 181,37.43415451049805,127.02012634277344,https://image6.yanolja.com/leisure/aqWW4KVF2UxvPg80,[https://image6.yanolja.com/leisure/GrX72v2sj4OvU5Po],02-509-6000
10020102,[경남 하동] 하동 플라이웨이 케이블카 탑승권,대한민국 경상남도 하동군 금남면 경충로 461-7,34.98093795776367,127.89530181884766,https://image6.yanolja.com/leisure/Gk4CLXTr2OoQKZuf,[https://image6.yanolja.com/leisure/cqpXWpi4OZBkNRyq],055-883-2000
10020107,[서울] 마리나 한강 요트투어,대한민국 서울특별시 영등포구 여의서로 160,37.5349235534668,126.91319274902344,https://image6.yanolja.com/leisure/v49bOHzPkXp2ETaz,[https://image6.yanolja.com/leisure/WHa8CL47RqlQCooc],010-5598-4392
10020109,[특가] 런닝맨/놀이똥산 부산점,대한민국 부산광역시 부산진구 부전동 227-2,35.153011322021484,129.05960083007812,https://image6.yanolja.com/leisure/Xu4fwYEp1GE9cdK7,[https://image6.yanolja.com/leisure/ox5GrDafZGn2RAS9],051-520-3636
10020123,[부산] 송도해상케이블카+라이언 홀리데이 인 부산 패키지 5월,대한민국 부산광역시 서구 송도해변로 171,35.076290130615234,129.02342224121094,https://image6.yanolja.com/leisure/ipG4ZmVjH76nNJRY,"[https://image6.yanolja.com/leisure/MhyITOoyMPnIFVjv, https://image6.yanolja.com/leisure/fmcVFEfFj4UzDivf, https://image6.yanolja.com/leisure/SSMq8c5iALwVZEBR, https://image6.yanolja.com/leisure/haSy4tUcFSLJ5q0b, https://image6.yanolja.com/leisure/lg8dOZVb0F62fsfD]",051-247-9900
10020177,[경기 가평] 남이섬 입장권 (~5/31),대한민국 경기도 가평군 가평읍 북한강변로 1024,37.803977966308594,127.52529907226562,https://image6.yanolja.com/leisure/r0cgHa7QJLgDpkb7,"[https://image6.yanolja.com/leisure/PJZWcjklqQc6hJep, https://image6.yanolja.com/leisure/drL52HI6vtkIIPeg, https://image6.yanolja.com/leisure/rzOhFaE3guGZoNBk, https://image6.yanolja.com/leisure/iReIDuSdit7zWnxe, https://image6.yanolja.com/leisure/cQBDhCfWlmsAa4IH]",031-580-8114
10020183,에버랜드 야간이용권 (~6/9),대한민국 경기도 용인시 처인구 포곡읍 에버랜드로 199,37.29347610473633,127.1998062133789,https://image6.yanolja.com/leisure/s1rcVhf7cznL1vy8,"[https://image6.yanolja.com/leisure/C36hLWmkiUYPszvs, https://image6.yanolja.com/leisure/OodeqZQTQfZPczYm, https://image6.yanolja.com/leisure/FP0fcDm0Vwmh54Cw, https://image6.yanolja.com/leisure/Wh5UBhtEM6fV2zFo, https://image6.yanolja.com/leisure/qpUnWON8o8vVNYFw]",031-320-5000
10020202,[가평] 가평빠지 비버네 수상레저 독보적 가평스팟,대한민국 강원도 춘천시 남산면 방하리 291-7,37.78098678588867,127.53361511230467,https://image6.yanolja.com/leisure/m8Z5axy3z2rgxge5,[https://image6.yanolja.com/leisure/k78jZz1BNWc23nai],010-3328-4110
10020246,[단양/남한강] 강산에 레포츠 래프팅&ATV&서바이벌,충청북도 단양군 영춘면 북벽길 51-16,37.08413314819336,128.4945068359375,https://image6.yanolja.com/leisure/LLCQSgj84ad0Ctiv,[https://image6.yanolja.com/leisure/LLCQSgj84ad0Ctiv],043-422-9700
10020280,[서울] 롯데월드 어드벤처 매직패스 프리미엄 PKG,대한민국 서울특별시 송파구 올림픽로 240,37.51111602783203,127.0981674194336,https://image6.yanolja.com/leisure/S0Q5N7tf1xGSe9wT,"[https://image6.yanolja.com/leisure/ATjF829dBa1ZL3V3, https://image6.yanolja.com/leisure/wzcP9PZnnx8oy3LT, https://image6.yanolja.com/leisure/yS7jOh7I2FYKDdDj, https://image6.yanolja.com/leisure/PtJ1oNZYmjLavvzp, https://image6.yanolja.com/leisure/apttOUn6jkX7F3Vn]",02-1661-2000
10020296,[전북 무주] 덕유산 관광 곤도라 주말 할인권,대한민국 전라북도 무주군 설천면 만선로 185,35.89404296875,127.73455047607422,https://image6.yanolja.com/leisure/CVzuFJXl38OEazQa,[https://image6.yanolja.com/leisure/dYDg5zUjE2ExZEm6],063-322-9000
10020299,[전북 무주] 덕유산 관광 곤도라 주중 할인권,대한민국 전라북도 무주군 설천면 만선로 185,35.89404296875,127.73455047607422,https://image6.yanolja.com/leisure/rxMvhImFE5SyQPvx,[https://image6.yanolja.com/leisure/4nEWMbkV9MdVxBgz],063-322-9000
10020304,[광안리] 아쿠아펠리스 해수온천 사우나&찜질&워터파크 10회권,대한민국 부산광역시 수영구 광안해변로 225,35.15409851074219,129.11880493164062,https://image6.yanolja.com/leisure/KgBXzcRmCdomn76w,[https://image6.yanolja.com/leisure/aHXzbyI53KunEGWe],051-790-2345
10020307,[제주] 그랑블루요트 특가,대한민국 제주특별자치도 서귀포시 대포로 172-7,33.23831558227539,126.43946075439452,https://image6.yanolja.com/leisure/i4uy5r1D3UlvfcZx,"[https://image6.yanolja.com/leisure/zdFkZ8zUYlUInD13, https://image6.yanolja.com/leisure/zjfmgMS7LGLc1KSu, https://image6.yanolja.com/leisure/dvPwDsseLvYuAh9t, https://image6.yanolja.com/leisure/bnaCS7SaBv2rIDWx, https://image6.yanolja.com/leisure/ZoIT8pSqZV1JYFOI]",064-739-7776
10020308,[강원 양양] 양양 탄비치 레이버스 서핑 스쿨&서핑샵,대한민국 강원도 양양군 현북면 하조대해안길 77,38.02524566650391,128.72056579589844,https://image6.yanolja.com/leisure/LcWrtfN791wJnxzU,"[https://image6.yanolja.com/leisure/ksMav0GrenkPZYvw, https://image6.yanolja.com/leisure/BYr78jLJd7JucGzE, https://image6.yanolja.com/leisure/j4QSZNU63QiwZ7mo, https://image6.yanolja.com/leisure/Jq1mYZargPFBxa8W, https://image6.yanolja.com/leisure/G8B3eOE88kXRuodN, https://image6.yanolja.com/leisure/D0oR3yxZLqPuCcpy, https://image6.yanolja.com/leisure/Wx3xwTiHdUT39aWx]",010-9980-0432
10020350,[강원] 인제 곰레포츠 내린천래프팅/atv/서바이벌,대한민국 강원도 인제군 인제읍 내린천로,38.03630065917969,128.2259521484375,https://image6.yanolja.com/leisure/65CQeo8ekGIMzB80,[https://image6.yanolja.com/leisure/65CQeo8ekGIMzB80],010-5304-5157
10020360,[충청 제천] 포레스트 리솜 해브나인 나이트스파,대한민국 충청북도 제천시 백운면 금봉로 365,37.15903472900391,128.04592895507812,https://image6.yanolja.com/leisure/zo0xtvTrXwjm2ZW0,[https://image6.yanolja.com/leisure/b3nt6HxnitQ5DiCI],043-649-6014
10020489,[제주] 액트몬 제주,대한민국 제주특별자치도 서귀포시 중문관광로 205,33.24367141723633,126.42151641845705,https://image6.yanolja.com/leisure/0lYCiRzXl9zTN9nH,"[https://image6.yanolja.com/leisure/Q4gl7KKtpgooxGKi, https://image6.yanolja.com/leisure/yw6rsCdp82LdMDf1, https://image6.yanolja.com/leisure/PZNofAPnsDpI4Sup, https://image6.yanolja.com/leisure/wjyz7YSVf3uKVKA3, https://image6.yanolja.com/leisure/UTLs5izQQVXzmuSX]",064-739-2839
10020494,[대구] 개구리 중사 케로로 퍼렁별 정복展,대한민국 대구광역시 달서구 두류공원로 200,35.8532600402832,128.56500244140625,https://image6.yanolja.com/leisure/Fhx6yzB0ppYu9Gil,[https://image6.yanolja.com/leisure/VL6CQ6HTDiwhEaJV],1566-1947
10020501,[부산] 대저 토마토 수확체험,대한민국 부산광역시 강서구 강동동 3523,35.16829299926758,128.91415405273438,https://image6.yanolja.com/leisure/agBiPKhdSiqEIxlj,[https://image6.yanolja.com/leisure/GHBcj1qqXbsSDCSM],010-5447-0365
10020504,[용산] 두근두근 도라에몽展,대한민국 서울특별시 용산구 한강대로23길 55 아이파크몰 테마파크 6층 1-1호,37.52870559692383,126.96321868896484,https://image6.yanolja.com/leisure/iLJo2Ybgs3RXTqqP,[https://image6.yanolja.com/leisure/i5Xhq15pUv53Zvhx],02-6373-3365
10020527,[산청래프팅] 경호강래프팅 쿨레포츠!,대한민국 경상남도 산청군 산청읍 꽃봉산로34번길 77,35.410911560058594,127.86634063720705,https://image6.yanolja.com/leisure/k3Btvb9fTdrnr0MR,[https://image6.yanolja.com/leisure/JEtJEYVWoJJYQVYY],1588-7990
10020563,[블라인드] 광주 - 2023 포세이돈 뮤직 페스티벌 (4SEIDON),대한민국 광주광역시 동구 서석동 313,35.14243698120117,126.93038940429688,https://image6.yanolja.com/leisure/38uEWXgWWQE369d5,[https://image6.yanolja.com/leisure/38uEWXgWWQE369d5],1533-3515
10020564,[안성] 팜랜드 이용권(~5/31),대한민국 경기도 안성시 공도읍 대신두길 28,36.99208068847656,127.19318389892578,https://image6.yanolja.com/leisure/Qio3zXzgxR8B6c9j,[https://image6.yanolja.com/leisure/QN60SQs6M87fwU4u],031-8053-7979
10020571,[얼리버드] 광주 - 2023 포세이돈 뮤직 페스티벌 (4SEIDON),대한민국 광주광역시 동구 서석동 313,35.14243698120117,126.93038940429688,https://image6.yanolja.com/leisure/38uEWXgWWQE369d5,[https://image6.yanolja.com/leisure/38uEWXgWWQE369d5],1533-3515
10020573,[이천] 미란다 스파플러스 워터파크 이용권,대한민국 경기도 이천시 중리천로115번길 45,37.27622222900391,127.45101928710938,https://image6.yanolja.com/leisure/2gtrClbmhPC45DfF,[https://image6.yanolja.com/leisure/imzSxyOahCGxnzoU],031-639-5000
10020613,[전남 여수] 미남크루즈 선상불꽃투어,대한민국 전라남도 여수시 돌산읍 돌산로 3617-22,34.72944641113281,127.7372817993164,https://image6.yanolja.com/leisure/O6w5PBKsPXi90sRx,[https://image6.yanolja.com/leisure/t5FDHwrauHPALRNd],1533-6256
10020667,[경기 여주] 루덴시아 입장권,대한민국 경기도 여주시 산북면 후리 51,37.40087890625,127.45946502685548,https://image6.yanolja.com/leisure/RXgamRafdKykNrnG,[https://image6.yanolja.com/leisure/THp0dGNHMWn9MiAn],031-884-1013
10020708,[합천빠지] 봉산수상레저파크 이용권,대한민국 경상남도 합천군 봉산면 서부로 4270-8,35.62240219116211,128.03968811035156,https://image6.yanolja.com/leisure/iAgdvDIN4nMeSra5,[https://image6.yanolja.com/leisure/7ZlTGsK2kEzxWbvk],1899-2973
10020715,[전남 여수] 미남크루즈 힐링야경투어,대한민국 전라남도 여수시 돌산읍 돌산로 3617-22,34.72929763793945,127.73776245117188,https://image6.yanolja.com/leisure/S0cuRbJfm4eBezBP,[https://image6.yanolja.com/leisure/fQth5ndJj8UxtGPm],1533-6256
10020744,[부산 해운대] 부산 요트투어 요트미르,대한민국 부산광역시 해운대구 해운대해변로 84,35.160587310791016,129.13995361328125,https://image6.yanolja.com/leisure/s4P5FUA9wxFqc4OK,[https://image6.yanolja.com/leisure/s4P5FUA9wxFqc4OK],010-5075-8588
10020787,[테스트상품] 씨메르 아쿠아스파 이용권,대한민국 인천광역시 중구 영종해안남로321번길 186,37.43692398071289,126.4565200805664,https://image6.yanolja.com/leisure/LxAZtrfEAmyfh7Lp,[https://image6.yanolja.com/leisure/NUv1GU7REe0lO8sB],02-1833-8855
10020806,[특가] 캐리비안베이 로시즌 종일권 (~5/26),대한민국 경기도 용인시 처인구 포곡읍 에버랜드로 199,37.28991317749024,127.21662139892578,https://image6.yanolja.com/leisure/5shIX71uVOgMsg68,[https://image6.yanolja.com/leisure/BPpqKtX2t6qnrOhS],031-320-5000
10020817,[5월 특가] 단하루 특가 경주월드 파크이용권(5/11~6/6),대한민국 경상북도 경주시 보문로 544,35.83711624145508,129.2822723388672,https://image6.yanolja.com/leisure/Of0LIyg8lXXFloP0,"[https://image6.yanolja.com/leisure/uEkfoWX58J88JawJ, https://image6.yanolja.com/leisure/UyiS8Vc6ohkokqWS, https://image6.yanolja.com/leisure/0AqBnv3KxsMmh0d2, https://image6.yanolja.com/leisure/MHh5rK3r5iPautoG, https://image6.yanolja.com/leisure/LGbDPusquWMo0N44]",1544-8765
10020823,[전남 여수] 미남크루즈 노을야경투어,대한민국 전라남도 여수시 돌산읍 돌산로 3617-22,34.72944641113281,127.7372817993164,https://image6.yanolja.com/leisure/POBI9wR8EriEdHlz,[https://image6.yanolja.com/leisure/YMkSeLFW2gA84cba],1533-6256
10020826,[서울] 한강 카약 패들보드 윈드서핑,대한민국 서울특별시 광진구 강변북로,37.53215026855469,127.08073425292967,https://image6.yanolja.com/leisure/4pNx0JaWKuluKthY,[https://image6.yanolja.com/leisure/4pNx0JaWKuluKthY],010-4838-1238
10020827,[5월 특가] 경주월드 파크이용권&커플권 (5/11~6/6),대한민국 경상북도 경주시 보문로 544,35.83711624145508,129.2822723388672,https://image6.yanolja.com/leisure/5ebCkw6XlBCZC7XF,"[https://image6.yanolja.com/leisure/uEkfoWX58J88JawJ, https://image6.yanolja.com/leisure/G6PkuyViYpYYxkP9, https://image6.yanolja.com/leisure/0AqBnv3KxsMmh0d2, https://image6.yanolja.com/leisure/MHh5rK3r5iPautoG, https://image6.yanolja.com/leisure/LGbDPusquWMo0N44]",1544-8765
